ID	PATTERN	PROFESSIONAL	CONSUMER	PROPENSITY_FACTOR
23807	also known as	BMAT	BioMedical Admissions Test	1
5768	also known as	Farber disease	ceramidase deficiency	1
28428	also termed	Neural development	Developmental neuroscience	1
2834	also called	Tourette syndrome	Tourettes syndrome	1
13824	also known as	assistive devices	Electronic fluency devices	1
11718	also called	languor	Fatigue	1
2327	also known as	Parkinsonism	secondary Parkinsons	1
1628	also known as	Prosthodontics	dental prosthetics	1
851	also known as	mandibulofacial dysostosis	Treacher Collins syndrome	1
28371	also known as	Scopolamine	levo-duboisine	1
523	also known as	prodromal labour	contractions	1
8162	also known as	secondary traumatic stress	Compassion fatigue	1
26605	also known as	rectal outlet obstruction	Obstructed defecation	1
26608	also known as	outlet constipation	Obstructed defecation	1
1088	also known as	oral hairy leukoplakia	Hairy leukoplakia	1
421	also known as	striate cortex	primary visual cortex	1
23459	also known as	UA	urinalysis	1
7474	also known as	videokeratography	Corneal topography	1
24322	also called	paper towel	kitchen roll	1
21525	also known as	osteoarthrosis	Osteoarthritis	1
23704	also referred to as	Integrative medicine	integrated medicine	1
10837	also called	superelasticity	pseudoelasticity	1
3918	also called	transmissible venereal tumor	Canine transmissible venereal tumor	1
990	also known as	tooth whitening	Dental bleaching	1
21356	also known as	ovalocytes	Elliptocytes	1
12784	also known as	noctambulism	Sleepwalking	1
16050	also called	Korsakoffs psychosis	Korsakoffs syndrome	1
18772	also called	algiatry	Pain management	1
5750	also known as	AIDS dementia complex	HIV dementia	1
28467	also termed	idiopathic keratosis	Leukoplakia	1
28468	also termed	idiopathic white patch	Leukoplakia	1
25062	also called	Adenosine deaminase deficiency	ADA deficiency	1
1453	also called	madras eye	Conjunctivitis	1
11169	also called	Radical surgery	radical dissection	1
19697	also known as	GWS	Gulf War syndrome	1
18917	also known as	Autoimmune polyendocrine syndrome type 1	autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy	1
3371	also known as	bili	Bael	1
2350	also known as	Adrenoleukodystrophy	X-Linked Adrenoleukodystrophy	1
2355	also known as	Adrenoleukodystrophy	Siemerling-Creutzfeldt Disease	1
2356	also known as	Adrenoleukodystrophy	Bronze Schilder Disease	1
2353	also known as	Adrenoleukodystrophy	Adrenomyeloneuropathy	1
9256	also called	Nephroptosis	renal ptosis	1
7203	also known as	Allgrove syndrome	Triple-A syndrome	1
25075	commonly known as	Colchicum autumnale	meadow saffron	1
4153	also called	lucerne	Medicago sativa	1
21827	also called	Neurofeedback (NFB)	neurotherapy	1
28421	also termed	stomatodynia	BMS	1
16278	also known as	Finochietto retractor	rib spreader	1
13373	also known as	de Morsier syndrome	Septo-optic dysplasia	1
4559	also called	Lysinuric protein intolerance	hyperdibasic aminoaciduria type 2	1
4560	also called	Lysinuric protein intolerance	cationic aminoaciduria	1
4561	also called	Lysinuric protein intolerance	familial protein intolerance	1
6630	also called	Cleidocranial dysostosis	Mutational dysostosis	1
6322	also known as	Diprosopus	craniofacial duplication	1
45	also known as	Childhood disintegrative disorder	Hellers syndrome	1
9269	also known as	Galbraith plot	Galbraiths radial plot	1
14376	also known as	Microvillus inclusion disease	Davidsons disease	1
23856	also known as	powered exoskeleton	powered armor	1
3629	also known as	Laryngeal papillomatosis	glottal papillomatosis	1
46	also known as	Childhood disintegrative disorder	disintegrative psychosis	1
14377	also known as	Microvillus inclusion disease	congenital microvillus atrophy	1
23857	also known as	powered exoskeleton	exoframe	1
23858	also known as	powered exoskeleton	exosuit	1
5489	also known as	arteriosclerotic vascular disease	Atherosclerosis	1
9534	also called	cerebrotendinous xanthomatosis	cerebral cholesterosis	1
18615	also called	Morgellons disease	Morgellons	1
27437	also called	Bioresorbable	biodegradable	1
4254	also known as	total anomalous pulmonary venous drainage	Total anomalous pulmonary venous connection	1
10865	also known as	electro-activated water	ECA	1
10866	also known as	electro-chemically activated water solution	ECA	1
847	also known as	Panarteritis nodosa	Polyarteritis nodosa	1
7631	also known as	Human herpes virus 1	2	1
15342	also known as	prosopalgia	Trigeminal neuralgia	1
4122	also known as	neuropathic osteoarthropathy	Neuropathic arthropathy	1
252	also called	unilateral neglect	Hemispatial neglect	1
19223	also called	Crimean fever	Brucellosis	1
16060	sometimes known as	radiological protection	Radiation protection	1
18428	also known as	Tinea cruris	crotch itch	1
906	also known as	mental hospitals	Psychiatric hospitals	1
5923	also called	Scarlet fever	scarlatina	1
14556	also known as	Stereotactic biopsy	stereotactic core biopsy	1
9415	sometimes called	Targeted drug delivery	smart drug delivery	1
23749	sometimes referred to as	Drug design	rational drug design	1
1315	also known as	Bioidentical hormone replacement therapy	natural hormone therapy	1
16952	also referred to as	focal brain stimulation	Electrical brain stimulation	1
28446	also termed	Oral and maxillofacial pathology	oral pathology	1
2837	also called	GTS	Tourette syndrome	1
22954	also known as	Propionic acidemia	propionic aciduria	1
24992	also known as	Inclusion Body Rhinitis	IBR	1
5504	also known as	Canta	Dian Cécht	1
23049	commonly known as	Terminalia arjuna	arjuna	1
1243	commonly known as	Chrysopogon zizanioides	vetiver	1
3812	sometimes called	Hemiballismus	ballism	1
6230	also known as	postconcussive syndrome	Post-concussion syndrome	1
13651	also known as	curietherapy	Brachytherapy	1
14317	commonly known as	Guinea grains	spice	1
14318	commonly known as	fom wisa	spice	1
5752	also known as	ADC	AIDS dementia complex	1
8512	also known as	somatropin	Growth hormone	1
9347	also referred to as	Amniocentesis	amniotic fluid test	1
26091	also known as	hot flushes	Hot flashes	1
6555	also called	APRT deficiency	Adenine phosphoribosyltransferase deficiency	1
13339	also called	Bietti crystalline corneoretinal dystrophy	Biettis crystalline dystrophy	1
8000	also known as	weight-based discrimination	Weight stigma	1
21952	sometimes called	operating room Table	operating table	1
19543	also known as	Vernix caseosa	vernix	1
23512	also known as	Chronic obstructive pulmonary disease	chronic obstructive lung disease	1
15007	also called	DNA	Genetic testing	1
20905	commonly referred to as	peripheral artery disease	Peripheral vascular disease	1
19509	also called	Chief of Medicine	Chief Physician	1
17745	also known as	metatarsus adductus	Pigeon toe	1
2478	commonly called	Alpha Omega Alpha	Alpha Omega Alpha Medical Honor Society	1
28429	also termed	Gray	Gray baby syndrome	1
4159	also known as	winter depression	Seasonal affective disorder	1
679	sometimes known as	Discharge Against Medical Advice	AMA	1
14927	also known as	Clinical pathways	integrated care pathways	1
28372	also known as	hyoscine	Scopolamine	1
1399	also known as	apparent volume of distribution	volume of distribution	1
14926	also known as	critical pathways	Clinical pathways	1
18311	also called	microwave therapy	Microwave thermotherapy	1
232	also known as	strychnine tree	nux vomica	1
12376	also known as	Concierge medicine	direct care	1
12512	also known as	complete blood count	CBC	1
8593	also known as	atherosclerotic heart disease	Coronary artery disease	1
564	also known as	Kawasaki disease	mucocutaneous lymph node syndrome	1
21683	also known as	Colostrinin	CLN	1
9335	also known as	Drooling	dribbling	1
8082	also known as	Johannes Caius	MD	1
5444	also called	adjuvant care	Adjuvant therapy	1
14925	also known as	Clinical pathways	care pathways	1
6310	also known as	orthostasis	Orthostatic hypotension	1
2326	also known as	Parkinsonism	atypical Parkinsons	1
1204	also called	channel	meridian	1
391	also called	Glycogen storage disease type II	Pompe disease	1
15880	also known as	Acrocallosal syndrome	ACLS	1
14997	also known as	crypto	Cryptosporidiosis	1
24963	also known as	egg yolk	Egg oil	1
22577	also known as	National Alliance on Mental Illness	NAMI	1
15012	also known as	perineotomy	episiotomy	1
22255	also called	preening	Personal grooming	1
10685	also called	Arthroscopy	arthroscopic surgery	1
3193	commonly known as	Passiflora incarnata	purple passionflower	1
3194	commonly known as	Passiflora incarnata	true passionflower	1
3196	commonly known as	Passiflora incarnata	wild passion vine	1
24242	also referred to as	Family therapy	family counseling	1
15780	commonly referred to as	vine	crossvine	1
25754	sometimes referred to as	public health centre	Primary Health Centre	1
3200	also known as	brain plasticity	Neuroplasticity	1
25097	also known as	Dentures	false teeth	1
7415	also called	subclavian steal syndrome	subclavian steal steno-occlusive disease	1
8596	also known as	Coronary artery disease	CAD	1
562	also known as	Kawasaki disease	Kawasaki syndrome	1
2430	also known as	multimodal integration	Multisensory integration	1
13410	also known as	Auditory processing disorder	central auditory processing disorder	1
8598	also called	Cycling	bicycling	1
14786	also known as	Trophoblast glycoprotein	5T4	1
10189	also known as	motor neurone disease	Lou Gehrigs disease	1
887	also known as	Asperger syndrome	AS	1
11853	also known as	Visna-Maedi virus	Visna virus	1
4434	also called	Salla disease	sialic acid storage disease	1
9314	also known as	anti-aging medicine	Life extension science	1
7175	also known as	ChEBI	Chemical Entities of Biological Interest	1
16988	commonly referred to as	hyomandibula	hyomandibular	1
23272	also known as	Patient-Centered Outcomes Research Institute	PCORI	1
7316	also known as	angiopathia retinae juvenilis	Eales disease	1
7317	also known as	periphlebitis retinae	Eales disease	1
7318	also known as	primary perivasculitis of the retina	Eales disease	1
13161	commonly known as	Spectrum Health	Spectrum Health System	1
26872	also known as	Chronic kidney disease	chronic renal disease	1
19557	also known as	Ht	hematocrit	1
3212	also known as	neuralgia	Occipital neuralgia	1
2571	also called	proptosis	Exophthalmos	1
12004	also called	backwards sneezing	Reverse sneezing	1
2591	also called	akinetic seizures	Atonic seizures	1
7627	also known as	Ashman beats	Ashman phenomenon	1
4488	also known as	polymastia	Accessory breasts	1
1368	also known as	Triple X syndrome	XXX syndrome	1
21248	also known as	Solanum dulcamara	bitter nightshade	1
21249	also known as	Solanum dulcamara	blue bindweed	1
21250	also known as	Solanum dulcamara	Amara Dulcis	1
5318	also known as	medical loss ratio	Medical care ratio	1
8097	also known as	advance health care directive	living will	1
25667	also known as	ECT	electroshock	1
10044	also known as	Claude Alexander Conlin	Alexander	1
2210	also known as	prevalence study	Cross-sectional studies	1
18410	sometimes called	water warts	mucous membranes	1
5053	also called	Sly syndrome	MPS	1
7911	also called	Rotor type hyperbilirubinemia	Rotor syndrome	1
5107	also known as	Myoplegia paroxysmalis familiaris	Periodic paralysis	1
5168	also called	Vasaka	adhatoda	1
17361	also called	Borderline intellectual functioning	borderline mental retardation	1
5170	also called	Vasaka	malabar nut	1
3298	also called	Confirmation bias	myside bias	1
18738	also called	Grape seed oil	grape oil	1
7348	also known as	General paresis	general paralysis of the insane	1
18637	also known as	Roemheld syndrome	Roemheld-Techlenburg-Ceconi-Syndrome	1
21691	also known as	Heart-type fatty acid binding protein	mammary-derived growth inhibitor	1
25418	also known as	Donohue syndrome	Leprechaunism	1
3600	also known as	Torsion dystonia	dystonia musculorum deformans	1
6894	also known as	Gaenslens test	Gaenslens maneuver	1
19624	also known as	Haptocorrin	transcobalamin-1	1
6131	also known as	consultative psychiatry	Liaison psychiatry	1
6792	also known as	non-ketotic hyperglycinemia	Glycine encephalopathy	1
23786	also known as	androstanolone	5α-dihydrotestosterone	1
24796	also known as	Anadenanthera peregrina	Mopo	1
9354	also known as	TNF receptor associated periodic syndrome	Tumor necrosis factor receptor associated periodic syndrome	1
9355	also known as	TNF receptor associated periodic syndrome	familial Hibernian fever	1
6019	also known as	Dermatoscopy	epiluminescence microscopy	1
9334	also known as	driveling	Drooling	1
28037	also known as	Trauma	injury	1
18829	also known as	communicable diseases	Infectious diseases	1
28276	also known as	Deoxycholic acid	cholanoic acid	1
1843	also known as	Fertilisation	fecundation	1
1571	also known as	LA	Lupus anticoagulant	1
18420	also known as	Fate	Doctor Fate	1
9635	also known as	Schistosomiasis	bilharzia	1
16453	also called	healthcare informatics	Health informatics	1
6144	also known as	peroxyacetic acid	Peracetic acid	1
26086	also known as	gonadal steroids	Sex steroids	1
3978	sometimes called	fiscal	procurator fiscal	1
28133	also called	Spontaneous remission	spontaneous healing	1
25824	also known as	oxyntic	Parietal cells	1
13091	also known as	Plant hormones	phytohormones	1
13103	also known as	legal highs	Legal intoxicants	1
25384	also known as	Luteinizing-hormone-releasing hormone	Gonadotropin-releasing hormone	1
25145	sometimes called	phenolics	phenols	1
628	also known as	intracranial injury	Traumatic brain injury	1
11714	also called	exhaustion	Fatigue	1
6813	also called	pseudoaldosteronism	Liddles syndrome	1
28275	also known as	Deoxycholic acid	deoxycholate	1
21524	also known as	Osteoarthritis	degenerative joint disease	1
26606	also known as	evacuatory dysfunction	Obstructed defecation	1
26609	also known as	pelvic outlet obstruction	Obstructed defecation	1
9353	also known as	TRAPS	TNF receptor associated periodic syndrome	1
2836	also called	Gilles de la Tourette syndrome	Tourette syndrome	1
3628	also known as	Laryngeal papillomatosis	recurrent respiratory papillomatosis	1
26050	also known as	Benign early repolarization	early repolarization	1
13981	also called	Boeck disease	Sarcoidosis	1
13982	also called	Schaumann disease	Sarcoidosis	1
3413	also known as	Fascioloides magna	giant liver fluke	1
16840	also known as	Drug repositioning	Drug repurposing	1
27254	also known as	chargemaster	charge description master	1
26264	also known as	butadiene diepoxide	Diepoxybutane	1
3064	also referred to as	Johns Hopkins Bloomberg School of Public Health	The Bloomberg School	1
3065	also referred to as	Johns Hopkins Bloomberg School of Public Health	JHSPH	1
24319	also known as	norharmane	Carboline	1
8378	also called	Menotropin	human menopausal gonadotropin	1
8948	also called	Postpartum depression	postnatal depression	1
3044	also known as	Magnaporthe grisea	rice blast fungus	1
2835	also called	Tourette syndrome	Tourettes disorder	1
7459	also known as	Myofascial pain syndrome	chronic myofascial pain	1
25802	also called as	Ayurveda	Alternative Medicine	1
28052	also called	goose pimples	Goose bumps	1
8559	also known as	Bipolar disorder	manic-depressive disorder	1
8379	also called	Menotropin	HMG	1
13676	also known as	Onchocerciasis	river blindness	1
10638	also known as	Posterior reversible encephalopathy syndrome	reversible posterior leukoencephalopathy syndrome	1
25385	also known as	GnRH	Gonadotropin-releasing hormone	1
28448	also termed	Oral and maxillofacial pathology	mouth disease	1
20295	also known as	Baby Friendly Hospital Initiative	Baby Friendly Initiative	1
3266	also called	Japanese arrowroot	Kudzu	1
17673	also known as	Zephyr Technology Corporation	Zephyr	1
6793	also known as	Glycine encephalopathy	NKH	1
28452	also termed	Vertebral osteomyelitis	spondylodiskitis	1
25825	also known as	delomorphous cells	Parietal cells	1
7334	commonly known as	quicklime	Calcium oxide	1
28285	also called	varifocal	Progressive spectacle lenses	1
15807	also known as	Heartwater	cowdriosis	1
24429	also known as	Mercy Medical Center	Mercy Medical	1
10450	also known as	BOR syndrome	Branchio-oto-renal syndrome	1
23485	also known as	chemical informatics	Cheminformatics	1
28409	also termed	inflammatory fibrous hyperplasia	Epulis fissuratum	1
15379	also called	Tietz syndrome	Tietz albinism-deafness syndrome	1
2885	also called	Isovaleric acidemia	isovaleric aciduria	1
6466	also called	XX male syndrome	de la Chapelle syndrome	1
3830	also called	barosinusitis	Aerosinusitis	1
15380	also called	Tietz syndrome	albinism and deafness of Tietz	1
8290	also known as	Succinic semialdehyde dehydrogenase deficiency	4-hydroxybutyric aciduria	1
9686	also known as	congestive hepatopathy	nutmeg liver	1
11379	also known as	Positional asphyxia	postural asphyxia	1
17563	also known as	Voltage-sensitive dyes	potentiometric dyes	1
4336	also known as	white snakeroot	Ageratina altissima	1
7643	also referred to as	inpatient rehabilitation hospitals	Rehabilitation hospitals	1
5807	also known as	Palatal cysts of the newborn	Epsteins pearls	1
8772	also known as	Prepatellar bursitis	housemaids knee	1
22168	commonly referred to as	Switchboard of Miami, Inc.	Switchboard	1
13672	also called	hypocretin	Orexin	1
21701	also known as	adiposis edematosa	Cellulite	1
21702	also known as	dermopanniculosis deformans	Cellulite	1
21703	also known as	status protrusus cutis	Cellulite	1
21704	also known as	gynoid lipodystrophy	Cellulite	1
21705	also known as	orange peel syndrome	Cellulite	1
13967	also known as	tracheostomy	tracheotomy	1
8930	also called	Serum total protein	total protein	1
3385	also known as	azoturia	ER	1
3386	also known as	Monday morning disease	ER	1
28051	also called	goose flesh	Goose bumps	1
4099	also known as	congophilic angiopathy	Cerebral amyloid angiopathy	1
8283	also known as	medical radiation technologist	radiologic technologist	1
18598	also known as	clinical formulation	case formulation	1
11716	also called	lethargy	Fatigue	1
8613	also called	Denver shunt	peritoneovenous shunt	1
24793	also known as	Anadenanthera peregrina	Yopo	1
16455	also called	Health informatics	nursing informatics	1
6455	also known as	BNX	Oxybuprocaine	1
11237	also known as	durable medical equipment	medical equipment	1
9829	also called	light restriction	Dark therapy	1
6780	also known as	acral lick dermatitis	lick granuloma	1
2602	also known as	Asian flush	Alcohol flush reaction	1
612	also referred to as	Orthokeratology	Overnight Vision Correction	1
2208	also known as	cross-sectional analyses	Cross-sectional studies	1
13980	also called	sarcoid	Sarcoidosis	1
15735	also known as	Hyperbaric medicine	hyperbaric oxygen therapy	1
2325	also known as	Parkinsons syndrome	Parkinsonism	1
16224	also known as	Adrenal crisis	Addisonian crisis	1
5450	also known as	LA	Lipoic acid	1
1572	also known as	lupus inhibitors	Lupus anticoagulant	1
27749	also called	Double-lumen endotracheal tube	DLT	1
9636	also known as	bilharziosis	Schistosomiasis	1
17867	also known as	Surgical margin	free margin	1
1647	also referred to as	Cosmic ray visual phenomena	phosphene	1
2389	also known as	Type A or Type B Gastritis	Atrophic gastritis	1
11844	also known as	Nicastrin	NCSTN	1
10387	also called	mevalonic aciduria	Mevalonate kinase deficiency	1
24430	also known as	Mercy Medical Center	Mercy Hospital	1
10645	also called	osteosclerotic bone dysplasia	Raine syndrome	1
12589	also called	traumatic aortic disruption	Traumatic aortic rupture	1
1404	also known as	Compendium of Materia Medica	Bencao Gangmu	1
15526	also known as	single-port access surgery	Single-port laparoscopy	1
8291	also known as	gamma-hydroxybutyric aciduria	Succinic semialdehyde dehydrogenase deficiency	1
4161	also known as	summer depression	Seasonal affective disorder	1
4162	also known as	summer blues	Seasonal affective disorder	1
5100	also known as	kala-azar	Visceral leishmaniasis	1
16410	also known as	Cushings disease	tertiary or secondary hypercortisolism	1
16411	also known as	Cushings disease	tertiary or secondary hypercorticism	1
28117	also known as	oxitriptan	5-Hydroxytryptophan	1
4121	also known as	Neuropathic arthropathy	Charcot joint	1
563	also known as	Kawasaki disease	lymph node syndrome	1
15322	also called	Mounier-Kuhn syndrome	tracheobronchomegaly	1
19558	also known as	HCT	hematocrit	1
15293	also known as	Florid cutaneous papillomatosis	FCP	1
12511	also known as	complete blood count	full blood count	1
14322	also known as	colica Pictonum	Lead poisoning	1
22659	also known as	International Animal Rescue	IAR	1
6533	also called	Golgi organ	Golgi tendon organ	1
2980	also called	peak expiratory flow	peak expiratory flow rate	1
6535	also known as	Lobomycosis	lacaziosis	1
6812	also called	Liddles syndrome	Liddle syndrome	1
5414	also known as	Bioelectromagnetics	bioelectromagnetism	1
8851	also known as	de-glycyrrhizinated licorice	Deglycyrrhizinated licorice	1
18828	also known as	transmissible diseases	Infectious diseases	1
2777	also known as	Black Rain	fallout	1
28218	also known as	creatine phosphokinase	Creatine kinase	1
21771	also known as	activated coagulation time	Activated clotting time	1
15803	also known as	Medical Officer for Health	Health Officer	1
7984	also known as	alopecia androgenetica	Androgenic alopecia	1
16452	also called	Health informatics	health care informatics	1
24562	also known as	Fabry disease	Anderson-Fabry disease	1
16064	also known as	therapeutic ratio	therapeutic index	1
7263	also known as	Dercums disease	Adiposis dolorosa	1
23477	also known as	SickKids Hospital	Hospital for Sick Children	1
14741	also known as	Iobenguane	MIBG	1
2590	also called	drop seizures	Atonic seizures	1
12097	also known as	giantism	Gigantism	1
20248	also known as	Traditional medicine	indigenous or folk medicine	1
16211	also known as	manic-depressive illness	bipolar disorder	1
2914	sometimes called	sex addiction	Sexual addiction	1
4821	also known as	same-day surgery	Outpatient surgery	1
8663	also known as	Yt antigen system	Cartwright	1
1097	also known as	first-pass effect	presystemic metabolism	1
4070	also known as	MJD	Machado–Joseph disease	1
7847	also known as	CAPS	Asherson’s syndrome	1
3239	also known as	Mondini malformation	Mondini dysplasia	1
19848	also known as	caapi	Banisteriopsis caapi	1
3466	also called	Odic force	Od	1
28451	also termed	spinal osteomyelitis	Vertebral osteomyelitis	1
10438	also known as	psychotogenic	psychotomimetic	1
22875	also known as	The Gold Journal	Urology	1
23089	also known as	England	cunning folk	1
25113	also called	aliment	Nutrition	1
682	also known as	heterotaxia	situs ambiguous	1
8506	also known as	three-day measles	Rubella	1
24402	also known as	medical science	Healthcare science	1
7747	sometimes referred to as	hypochondria	health anxiety	1
18080	also called	activated coal	Activated carbon	1
7328	also known as	Pre-ejaculate	preseminal fluid	1
20986	also known as	Osteofibrous dysplasia	ossifying fibroma	1
27347	also known as	palmar fibromatosis	Dupuytrens contracture	1
11720	also called	listlessness	Fatigue	1
8951	also known as	Animal testing	animal research	1
19847	also known as	ayahuasca	Banisteriopsis caapi	1
15714	commonly known as	freshwater ich	Ichthyophthirius multifiliis	1
5002	also known as	eyeglasses	Glasses	1
781	also known as	mesalamine	Mesalazine	1
5448	also known as	α-lipoic acid	Lipoic acid	1
28168	also called	idiopathic hypertension	Essential hypertension	1
19696	also known as	Gulf War illness	Gulf War syndrome	1
28167	also called	Essential hypertension	primary hypertension	1
3891	also called	Alginic acid	algin	1
27083	also known as	Serpiginous choroiditis	geographic	1
14967	also called	Androgen suppression	androgen deprivation	1
12328	sometimes called	stored packed red blood cells	packed red blood cells	1
3596	also known as	Ocimum tenuiflorum	Ocimum sanctum	1
2816	also called	aspartoacylase deficiency	Canavan disease	1
28419	also termed	oral dysaesthesia	BMS	1
28420	also termed	glossopyrosis	BMS	1
11166	also known as	Rabbit haemorrhagic disease	RHD	1
2209	also known as	transversal studies	Cross-sectional studies	1
3003	also known as	glucuronoside	glucuronide	1
23050	commonly known as	arjun tree	Terminalia arjuna	1
14751	also known as	integrin associated protein	CD47	1
14758	also known as	Environmental toxicology	entox	1
9637	also known as	snail fever	Schistosomiasis	1
835	also called	Menkes syndrome	Menkes disease	1
19043	also known as	visual migraine	Retinal migraine	1
10836	also known as	Nickel titanium	nitinol	1
8950	also known as	Animal testing	animal experimentation	1
21665	also known as	Bundled payment	case rate	1
24804	also called	situs transversus	Situs inversus	1
3590	commonly known as	Orthodontic separators	spacers	1
17869	also known as	normal tissue margin	Surgical margin	1
13119	also referred to as	Transvaginal oocyte retrieval	oocyte retrieval	1
3138	also known as	Parosmia	troposmia	1
16454	also called	Health informatics	medical informatics	1
13057	also known as	whole genome association study	genome-wide association study	1
13401	also known as	kallikrein-3	Prostate-specific antigen	1
831	also known as	mucopolysaccharidosis type I	Hurler syndrome	1
1539	also known as	Charles Edward	FRS	1
7365	also known as	Acute radiation syndrome	radiation toxicity	1
17868	also known as	normal skin margin	Surgical margin	1
18465	also called	Dermatopolymyositis	PM/DM	1
3892	also called	Alginic acid	alginate	1
1006	also known as	immune adherence receptor	CR1	1
836	also called	copper transport disease	Menkes disease	1
838	also called	kinky hair disease	Menkes disease	1
2127	also known as	Kimmelstiel-Wilson syndrome	Diabetic nephropathy	1
8344	also called	Behavioral enrichment	environmental enrichment	1
1987	also known as	Brain Research Trust	BRT	1
4769	also known as	Bromoethane	ethyl bromide	1
14739	also known as	Iobenguane	metaiodobenzylguanidine	1
400	also called	Plummer–Vinson syndrome	Paterson–Brown–Kelly syndrome	0
768	also called	Radiation hormesis	radiation homeostasis	0
1307	also called	Computerized dynamic posturography (CDP)	test of balance (TOB)	0
1358	also called	Diving medicine	undersea and hyperbaric medicine	0
2165	also called	Abderhalden–Kaufmann–Lignac syndrome	Abderhalden-Lignac-Kaufmann disease	0
2465	also called	Recreational hypnosis	erotic hypnosis	0
3079	also called	Velvet disease	gold dust disease	0
3350	also called	Septic drain fields	leach fields	0
3554	also called	Histotoxic hypoxia	histoxic hypoxia	0
4322	also called	Methyl red (2-(N,N-Dimethyl-4-aminophenyl)azobenzenecarboxylic acid)	C.I. Acid Red 2	0
4429	also called	Saccharopinuria	saccharopinemia	0
4443	also called	Photosensitive ganglion cells	photosensitive Retinal Ganglion Cells	0
5345	also called	Van Goethem Syndrome	radiodigitofacial dysplasia	0
5634	also called	Toilet papering	TPing	0
6247	also called	Say–Meyer syndrome	trigonocephaly with short stature and developmental delay	0
6318	also called	Patterson syndrome	pseudoleprechaunism	0
6814	also called	Zaspopathy	ZASP-related myofibril myopathy	0
6959	also called	Simpson–Golabi–Behmel syndrome	Bulldog syndrome	0
7299	also called	Hajdu–Cheney syndrome	acroosteolysis with osteoporosis and changes in skull and mandible	0
7419	also called	Coleys toxins	Coleys toxin	0
7665	also called	Shitala	Sitala	0
7709	also called	Bryophyllum daigremontianum	Mother of Thousands	0
8307	also called	Alpha-thalassemia mental retardation syndrome	alpha-thalassemia X-linked mental retardation, nondeletion type	0
8641	also called	Bromine monochloride	bromine(I) chloride	0
9564	also called	Sarcosinemia	hypersarcosinemia	0
9688	also called	Anemic infarcts	white infarcts	0
9782	also called	Fetal hydantoin syndrome	fetal dilantin syndrome	0
9828	also called	Dark therapy	scototherapy	0
10423	also called	Amanita farinosa	Eastern American Floury Amanita	0
10618	also called	Fermented wheat germ extract (FWGE)	fermented wheat germ powder (FWGP)	0
10921	also called	Ornithine translocase deficiency	Hyperornithinemia-Hyperammonemia-Homocitrullinuria	0
11291	also called	Mitochondrial neurogastrointestinal encephalopathy syndrome	myoneurogastrointestinal encephalopathy syndrome	0
11341	also called	computer-aided detection (CADe)	computer-aided diagnosis (CADx)	0
11526	also called	Atransferrinemia	familial hypotransferrinemia	0
11971	also called	Pipecolic acidemia	hyperpipecolic acidemia	0
12038	also called	Xanthochromism	xanthochroism	0
12226	also called	Aldolase A deficiency	ALDOA deficiency	0
12465	also called	lacuna magna	Guérins sinus	0
12571	also called	Yunis–Varon syndrome	cleidocranial dysplasia with micrognathia, absent thumbs and distal aphalangia	0
12691	also called	Upington disease	Perthes-like hip disease, enchondromata and ecchondromata	0
13201	also called	Wilson’s (temperature) syndrome	Wilson’s thyroid syndrome	0
13270	also called	Infantile Refsum disease	infantile phytanic acid storage disease	0
13496	also called	Pre-labour	prodromal labour	0
13744	also called	Alocasia odora	Night-scented Lily	0
14288	also called	Obsessive–compulsive personality disorder	anankastic personality disorder	0
14462	also called	Hypervalinemia	valinemia	0
14702	also called	Lavender Foal Syndrome (LFS)	Coat Color Dilution Lethal	0
15573	also called	Conorenal syndrome	Mainzer-Saldino syndrome	0
15626	also called	Woodhouse–Sakati syndrome	hypogonadism, alopecia, diabetes mellitus, mental retardation and extrapyramidal syndrome	0
15645	also called	Urocanic aciduria	urocanate hydratase deficiency	0
15678	also called	Antley–Bixler syndrome	trapezoidocephaly-synostosis syndrome	0
15850	also called	Carnosinemia	carnosinase deficiency	0
16133	also called	Seidels sign	Seidels scotoma	0
16661	also called	Orofaciodigital syndrome 1	Papillon-League and Psaume syndrome	0
16860	also called	(PKC)	Paroxysmal Kinesigenic Dyskinesia	0
17261	also called	Psychogenic pain	psychalgia	0
17351	also called	Shoulder impingement syndrome	subacromial impingement, painful arc syndrome	0
17545	also called	Gerodermia osteodysplastica	geroderma osteodysplasticum	0
17670	also called	Hypertryptophanemia	familial hypertryptophanemia	0
17906	also called	Primary enamel cuticle	Nasmyths membrane	0
18039	also called	Tetra-amelia syndrome	autosomal recessive tetraamelia	0
18215	also called	Stepanavan Dendropark	Sojut	0
18389	also called	Weissenbacher–Zweymuller syndrome	Pierre-Robin syndrome with fetal chondrodysplasia	0
18589	also called	pregnancy between species	interspecies pregnancy	0
18753	also called	Ear candling	ear coning	0
19479	also called	Nakajo syndrome	nodular erythema with digital changes	0
20300	also called	Pulsed electromagnetic field therapy (PEMFT)	pulsed magnetic therapy	0
20320	also called	Slow parenting	simplicity parenting	0
20720	also called	Orgasmic Birth: The Best-Kept Secret	Orgasmic Birth: 11 Mothers, 12 International Experts	0
20793	also called	Smith–Fineman–Myers syndrome	X-linked mental retardation-hypotonic facies syndrome 1	0
20992	also called	Lethal congenital contracture syndrome 1	Multiple contracture syndrome, Finnish type	0
21149	also called	Silver–Russell dwarfism	Silver–Russell syndrome	0
22037	also called	Nutritional muscular dystrophy	nutritional myopathy	0
